building_uid,tile_base,crop_path,crop_w,crop_h,footprint_m2,gsd,poly_px_wkt,poly_geo_wkt,centroid_lng,centroid_lat,GEOID,building_type,is_residential,estimated_units,occupancy_rate,estimated_population,ppu_single_family_detached,ppu_mobile_home,ppu_duplex,ppu_triplex,ppu_multi_family,ppu_small_multi_family,ppu_large_multi_family,ppu_unknown
cd421c70-ccba-4b9b-adf5-8998b3d389ed,hurricane-harvey_00000391,building_crops/hurricane-harvey_00000391_cd421c70.png,18,36,665.1992409012564,2.2015352000000004,"POLYGON ((0 199.1884540292476, 8.24037180378262 199.364691398371, 8.416609172905888 215.5785293577135, 0 215.9310040959601, 0 199.1884540292476))","POLYGON ((-95.60671415265202 29.76424811465203, -95.60667436576527 29.7642481567772, -95.60667174678971 29.76417990407162, -95.6067123264945 29.76417761899886, -95.60671415265202 29.76424811465203))",-95.60669325100051,29.76421332123895,482014506002,small_multi_family,True,7,0.7993158494868872,11.2,3.241758241758242,3.241758241758242,2.5,2.2,1.92,2.0,1.8,2.580879120879121
e2816288-2495-4c50-96e6-497e239ebbea,hurricane-harvey_00000206,building_crops/hurricane-harvey_00000206_e2816288.png,61,52,3892.9952910954976,2.2015352000000004,"POLYGON ((748.7690020179803 68.31047411966978, 764.330068498816 70.21362613531156, 762.0910661274727 84.3193410747742, 787.1678926865173 83.0878897705354, 786.7200922122487 98.87285648850549, 754.9262585391742 101.6716094526846, 754.7023583020399 89.46904652886373, 745.7463488166668 87.45394439465478, 748.7690020179803 68.31047411966978))","POLYGON ((-95.64095866101081 29.74000983880609, -95.64088337002616 29.74000332447349, -95.64089261576427 29.73994371392719, -95.64077175813476 29.73995131517068, -95.64077217616368 29.73988480638036, -95.64092526965214 29.73986995856088, -95.6409276971221 29.73992131822891, -95.6409711315713 29.73992894031631, -95.64095866101081 29.74000983880609))",-95.64087760031015,29.73993164955615,482014516063,commercial,False,0,0.9409190371991247,155.7,3.316688567674113,3.316688567674113,2.5,2.2,1.92,2.0,1.8,2.6183442838370565
dc4c9016-556b-4a7f-8ce2-cdf322cbf149,hurricane-harvey_00000206,building_crops/hurricane-harvey_00000206_dc4c9016.png,68,58,6510.9300961525605,2.2015352000000004,"POLYGON ((395.373966302584 432.9473030665349, 435.4272380386927 433.5635072470905, 434.8110338581373 446.1956929484786, 443.7459944761923 447.1199992193119, 444.05409656647 471.1519622609771, 420.0221335248048 471.1519622609771, 416.3249084414716 456.0549598373669, 396.606374663695 454.2063472957003, 395.373966302584 432.9473030665349))","POLYGON ((-95.64262348056162 29.73844040737196, -95.64243016198236 29.73844167388438, -95.64243173975491 29.73838842428755, -95.64238852794918 29.73838539361723, -95.64238438696599 29.73828423220611, -95.64250033709983 29.73828191559766, -95.64251984319709 29.73834512795538, -95.64261518602214 29.73835101098517, -95.64262348056162 29.73844040737196))",-95.64249495864547,29.738369836886918,482014516063,commercial,False,0,0.9409190371991247,260.4,3.316688567674113,3.316688567674113,2.5,2.2,1.92,2.0,1.8,2.6183442838370565
2f5b7188-dd58-45a6-8f1b-8cf823cc7b90,hurricane-harvey_00000508,building_crops/hurricane-harvey_00000508_2f5b7188.png,58,50,4744.665418997121,2.2015352000000004,"POLYGON ((346.5651217702089 840.4777620727791, 329.0977829416648 841.2901964368974, 327.4729142134282 811.2301249645193, 344.9402530419723 810.8239077824601, 344.534035859913 816.9171655133475, 365.6573293269896 816.5109483312884, 366.0635465090488 838.8528933445424, 346.5651217702089 840.4777620727791))","POLYGON ((-95.62013654175315 29.86212133097629, -95.6202207988475 29.86211623633186, -95.62023195260353 29.86224260024618, -95.62014765070887 29.8622459851776, -95.62014894182313 29.86222030032347, -95.62004698600421 29.86222403580703, -95.62004256630048 29.86213003980059, -95.62013654175315 29.86212133097629))",-95.62014178018387,29.862178013891658,482015407003,commercial,False,0,1.0,189.8,1.6143250688705235,1.6143250688705235,2.5,2.2,1.92,2.0,1.8,1.7671625344352617
937b6668-07da-4062-89a4-2b303757a18b,hurricane-harvey_00000025,building_crops/hurricane-harvey_00000025_937b6668.png,43,41,1395.7014002044575,1.9022960000000002,"POLYGON ((172.5886120196088 583.9163723711163, 191.8220630782261 583.9163723711163, 191.9937903198208 602.2911872217596, 171.7299758116348 602.9780961881388, 170.8713396036608 584.4315540959007, 172.5886120196088 583.9163723711163))","POLYGON ((-95.41976624341618 29.74986778786418, -95.41967343293886 29.7498694860711, -95.41967074507154 29.74979212934717, -95.41976845795806 29.74978744776247, -95.41977447793609 29.74986546693036, -95.41976624341618 29.74986778786418))",-95.41972208420825,29.749829340492518,482014112002,small_multi_family,True,15,1.0,30.0,2.4647302904564317,2.4647302904564317,2.5,2.2,1.92,2.0,1.8,2.192365145228216
fff46f93-3a75-42c1-9442-668d2463eaed,hurricane-harvey_00000452,building_crops/hurricane-harvey_00000452_fff46f93.png,36,34,1021.5123495588965,2.2015352000000004,"POLYGON ((565.3487444857475 994.2636051863409, 566.998265623392 994.2636051863409, 566.8282656233919 998.1512193918577, 566.0123679837466 1003.409226402906, 565.83 1004.31, 559.616790208579 1006.182430746802, 551.4282840983383 1004.999646530879, 550.7914002897639 1003.634895512505, 550.7099519590885 1003.634895512505, 551.3148992177966 1001.947977898396, 551.2229361257746 994.6828936286643, 550.97 993.76, 551.4282840983383 991.5341031495941, 565.3487444857475 991.3521363471442, 565.3487444857475 994.2636051863409))","POLYGON ((-95.58291610969077 29.7139131137956, -95.58290815299978 29.71391326910121, -95.58290855370916 29.71389688359587, -95.58291192218594 29.71387466699244, -95.5829127047072 29.71387085695275, -95.58294247300378 29.71386238775765, -95.58298209893796 29.71386659710587, -95.58298531823554 29.71387228367001, -95.58298571111254 29.71387227600128, -95.58298297501993 29.71387943602969, -95.58298420223358 29.71391001831452, -95.5829855218496 29.71391388050895, -95.58298355134066 29.71392329619736, -95.582916423716 29.71392537305923, -95.58291610969077 29.7139131137956))",-95.58294763287863,29.713894765703607,482014524012,unknown_nonres,False,0,0.9377289377289377,10.2,2.8,2.8,2.5,2.2,1.92,2.0,1.8,2.36
94f62c6f-c3e3-4d82-93c9-874f45f0ca5f,hurricane-harvey_00000176,building_crops/hurricane-harvey_00000176_94f62c6f.png,94,71,12776.361242642035,2.2015352000000004,"POLYGON ((137.8419627875824 669.8466530859778, 156.9388702723287 668.2552441289156, 156.6205884809162 666.345553380441, 173.8078052171879 666.0272715890285, 176.3540595484874 696.2640417732101, 188.7670494135725 696.5823235646226, 187.4939222479227 717.9072035892559, 159.1668428122157 717.5889217978435, 158.8485610208033 714.4061038837191, 132.1128905421585 712.8146949266569, 125.7472547139097 700.4017050615718, 121.609591425548 694.9909146075604, 113.3342648488247 686.0790244480121, 121.9278732169605 680.0316704111758, 126.7021000881471 679.3951068283509, 129.2483544194466 673.3477527915146, 137.8419627875824 669.8466530859778))","POLYGON ((-95.62913054812611 29.74202530811692, -95.62903857929872 29.74203384090574, -95.629040324929 29.74204185157133, -95.62895743052188 29.74204484033147, -95.62894182138238 29.74191776562728, -95.62888189302285 29.74191761601138, -95.62888569219093 29.74182770054458, -95.62902240680525 29.74182632373538, -95.62902429236136 29.74183969519857, -95.62915346828684 29.74184383169416, -95.6291855472331 29.74189548884271, -95.62920610643728 29.74191787532216, -95.62924701495666 29.74195460707586, -95.62920621503213 29.74198089520624, -95.62918324907893 29.74198403357109, -95.62917162797098 29.74200974159993, -95.62913054812611 29.74202530811692))",-95.62905094589469,29.74192896650254,482014516061,commercial,False,0,0.9516574585635359,511.1,3.3566666666666665,3.3566666666666665,2.5,2.2,1.92,2.0,1.8,2.638333333333333
8811d788-ad58-45c8-bc71-6310610b12ed,hurricane-harvey_00000180,building_crops/hurricane-harvey_00000180_8811d788.png,46,40,2407.238115007183,2.2015352000000004,"POLYGON ((53.18265436654902 561.6092183447488, 66.67836465668265 558.2352907722153, 78.82450391780291 559.1350047915575, 80.17407494681628 577.1292851784024, 67.12822166635377 578.928713217087, 54.53222539556239 579.378570226758, 53.18265436654902 561.6092183447488))","POLYGON ((-95.65346023434013 29.71179744749008, -95.65339551132573 29.71181295927654, -95.65333682448453 29.71181034562124, -95.6533283211679 29.71173470820469, -95.65339104869985 29.7117258696573, -95.65345175585486 29.71172275718617, -95.65346023434013 29.71179744749008))",-95.65339427210374,29.711767850247906,482014543031,commercial,False,0,0.9100775193798449,96.3,3.5811209439528024,3.5811209439528024,2.5,2.2,1.92,2.0,1.8,2.750560471976401
031aa864-698d-42ef-8d95-1231f89b6b84,hurricane-harvey_00000489,building_crops/hurricane-harvey_00000489_031aa864.png,59,80,7058.421539682095,2.2015352000000004,"POLYGON ((718.4217843378466 828.8864547110603, 731.3359584040057 836.9578135024097, 725.8474344258881 851.1634049751849, 731.6588127556597 865.6918507996139, 719.3903473928085 882.480277085621, 710.673279898151 889.2602184703545, 694.530562315452 878.6060248657732, 701.6333580518397 869.5661030194617, 691.3020187989123 864.723287744652, 693.2391449088361 856.6519289533026, 702.2790667551476 844.0606092387973, 706.4761733266494 845.3520266454133, 716.1618038762687 831.4692895242921, 718.4217843378466 828.8864547110603))","POLYGON ((-95.50514200673835 29.75321614491568, -95.50507884295378 29.75318333954089, -95.50510383981194 29.75312302238202, -95.50507427452577 29.75306237883262, -95.50513171770753 29.75299056631515, -95.50517307199702 29.75296122111993, -95.5052520857854 29.7530046068071, -95.50521875804857 29.75304332052507, -95.50526911989188 29.75306276757383, -95.50526061788575 29.75309693069364, -95.50521831451417 29.75315077536495, -95.50519792582385 29.75314572132561, -95.50515264179901 29.75320506277524, -95.50514200673835 29.75321614491568))",-95.50516502974794,29.753084239542947,482014304002,commercial,False,0,0.8855989232839838,282.3,2.645705521472393,2.645705521472393,2.5,2.2,1.92,2.0,1.8,2.2828527607361964
0458c174-c9c3-47b5-9001-4eafa1ff736a,hurricane-harvey_00000025,building_crops/hurricane-harvey_00000025_0458c174.png,68,57,3981.528603712201,1.9022960000000002,"POLYGON ((675.9572955641169 56.50675803458984, 713.8162570590537 48.54914192418912, 719.6036142302542 75.07452895885818, 680.056673560384 83.51442483352562, 674.2693163891834 56.98903779885654, 675.9572955641169 56.50675803458984))","POLYGON ((-95.4173905654875 29.7521330083984, -95.41720867812167 29.75216985566201, -95.41717806932297 29.75205867402113, -95.41736805323345 29.75201964713999, -95.41739866222382 29.75213082872634, -95.4173905654875 29.7521330083984))",-95.41728846282244,29.75209486065187,482014111001,commercial,False,0,0.794314381270903,159.3,2.7263157894736842,2.7263157894736842,2.5,2.2,1.92,2.0,1.8,2.323157894736842
