estimated_population,building_type,quality_flag,estimated_units,footprint_area_sqft,GEOID,STAT_LAND_,people_per_unit_ratio,estimation_notes
4.9,single_family_detached,ok,1,198.0041446517922,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,152.1196528477255,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,67.13694780345236,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,100.32313007956674,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,174.0363449307177,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,198.34450987002745,482012516001,A2,5.983539094650205,none
2.6,single_family_detached,ok,1,635.251965256706,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,467.2255828748022,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,59.879027410615755,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,138.7520010110493,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,140.0055076460785,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,152.7311957482746,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,77.86028900596337,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,251.27010790078347,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,178.78015787667968,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,227.48695713822588,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,496.2959382245056,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,325.1001232088836,482012516002,A1,3.1485642946317105,none
